CustomerID,ChurnProbability,MonthlyCharges,CustomerValue,EstimatedLoss,Priority
5956-YHHRX,0.7409902410789942,104.35,1252.1999999999998,927.8679798791164,High
2660-EMUBI,0.8099896843264247,95.35,1144.1999999999998,926.7901968062951,High
8118-LSUEL,0.7247957525847101,106.4,1276.8000000000002,925.419216900158,High
3793-MMFUH,0.8066017494964985,95.05,1140.6,920.0099554757062,High
2265-CYWIV,0.768108273915377,99.6,1195.1999999999998,918.0430089836584,High
3621-CEOVK,0.7624267548420933,100.2,1202.4,916.741930022133,High
0680-DFNNY,0.7541488062180216,101.1,1213.1999999999998,914.9333317037036,High
8245-UMPYT,0.7897435802727557,96.4,1156.8000000000002,913.575373659524,High
3811-VBYBZ,0.7626456970050516,99.8,1197.6,913.3444867332497,High
6734-GMPVK,0.7202868821486481,105.3,1263.6,910.1545042830317,High
3957-LXOLK,0.7142554879894824,106.15,1273.8000000000002,909.8186406010027,High
9061-TIHDA,0.7956184216455285,95.25,1143.0,909.3918559408392,High
5565-FILXA,0.7877190086837345,96.15,1153.8000000000002,908.8701922192929,High
5299-SJCZT,0.7450322514330957,101.55,1218.6,907.8963015963703,High
3320-VEOYC,0.7910046236540881,95.6,1147.1999999999998,907.4405042559697,High
6683-VLCTZ,0.7671207726552332,98.55,1182.6,907.1970257420786,High
6688-UZPWD,0.7406886788261083,102.0,1224.0,906.6029428831566,High
6350-XFYGW,0.7971533602304924,94.75,1137.0,906.3633705820699,High
8161-QYMTT,0.8007094524891524,94.1,1129.1999999999998,904.1611137507507,High
7943-RQCHR,0.7938804969313961,94.75,1137.0,902.6421250109973,High
0564-JJHGS,0.7845437210977325,95.5,1146.0,899.0871043780014,High
4626-GYCZP,0.7980788979634489,93.85,1126.1999999999998,898.796454886436,High
5052-PNLOS,0.7100473687624161,105.35,1264.1999999999998,897.6418835894464,High
3319-DWOEP,0.7791852105758399,95.75,1149.0,895.28380695164,High
6892-XPFPU,0.7122860370520553,104.25,1251.0,891.0698323521211,High
1658-BYGOY,0.7774421289337392,95.45,1145.4,890.482214480705,High
5935-FCCNB,0.7873585395467485,94.2,1130.4,890.0300931036446,High
0702-PGIBZ,0.7279008103008984,101.7,1220.4,888.3301488912165,High
7526-BEZQB,0.7701341335012561,96.05,1152.6,887.6566022735477,High
5995-SNNEW,0.7076146317656297,104.45,1253.4,886.9241794550403,High
3988-RQIXO,0.80864206730513,91.3,1095.6,885.9482489395003,High
6521-YYTYI,0.7910488360015553,93.3,1119.6,885.6582767873413,High
7145-FEJWU,0.700647274061187,105.3,1263.6,885.3378955037158,High
0754-UKWQP,0.7694814735677662,95.85,1150.1999999999998,885.0575908976446,High
3178-FESZO,0.734020345167318,100.25,1203.0,883.0264752362835,High
0365-BZUWY,0.717557369655236,102.55,1230.6,883.0260990977333,High
2982-VPSGI,0.782530423267545,94.0,1128.0,882.6943174457907,High
7225-CBZPL,0.7751269617942108,94.8,1137.6,881.7844317370941,High
8510-AWCXC,0.7269274738003586,100.8,1209.6,879.2914723089137,High
3068-OMWZA,0.8249106222019787,88.8,1065.6,879.0247590184284,High
6615-NGGZJ,0.7272719597668316,100.55,1206.6,877.5263466546589,High
3452-GWUIN,0.7695254697127275,94.95,1139.4,876.7973201906818,High
7181-BQYBV,0.7121678686914837,102.45,1229.4,875.5391777693102,High
7668-XCFYV,0.7882651629142851,92.55,1110.6,875.4472899326049,High
5519-NPHVG,0.7742096647333419,94.2,1130.4,875.1666050145697,High
7398-SKNQZ,0.7665813935821844,94.9,1138.8000000000002,872.9828910113916,High
4695-WJZUE,0.8206894172288933,88.55,1062.6,872.064574747422,High
1415-YFWLT,0.8134469549112073,89.3,1071.6,871.6897568828497,High
6108-OQZDQ,0.7412391789396335,97.95,1175.4,871.2525309256454,High
2865-TCHJW,0.8138518923193094,89.2,1070.4,871.1470655385889,High
9809-IMGCQ,0.7506439081326679,96.7,1160.4,871.0471909971479,High
9290-SHCMB,0.7487902308284052,96.85,1162.1999999999998,870.2440062687724,High
6210-KBBPI,0.7282539538902509,99.45,1193.4,869.0982685726256,High
4145-UQXUQ,0.7858927773736554,92.1,1105.1999999999998,868.5686975533638,High
2107-FBPTK,0.6949737262045084,104.1,1249.1999999999998,868.1611787746717,High
3643-AHCFP,0.7564833401411611,95.6,1147.1999999999998,867.8376878099399,High
9094-AZPHK,0.7220125490066759,100.15,1201.8000000000002,867.7146813962232,High
4094-NSEDU,0.7668159969114507,94.25,1131.0,867.2688925068508,High
0916-QOFDP,0.7543944722061556,95.8,1149.6,867.2518852481965,High
4021-RQSNY,0.733008503335154,98.5,1182.0,866.416050942152,High
1626-ERCMM,0.7635436410366936,94.55,1134.6,866.3166151202324,High
0655-RBDUG,0.7360659266337553,98.05,1176.6,866.0551692772764,High
1273-MTETI,0.8116136405484454,88.85,1066.1999999999998,865.3424635527524,High
9546-CQJSU,0.7886531883106773,91.4,1096.8000000000002,864.9948169391511,High
4597-NUCQV,0.7111293675160699,101.25,1215.0,864.022181532025,High
8414-MYSHR,0.7848693034517061,91.4,1096.8000000000002,860.8446520258315,High
0880-TKATG,0.708695563285589,101.15,1213.8000000000002,860.2146747160481,High
7079-QRCBC,0.7244312483354609,98.75,1185.0,858.4510292775212,High
8775-LHDJH,0.7894886364706716,90.6,1087.1999999999998,858.332045570914,High
7029-RPUAV,0.711880245307734,100.45,1205.4,858.1004476939426,High
8313-NDOIA,0.6864737136385051,104.15,1249.8000000000002,857.9548473054037,High
5380-AFSSK,0.7606676663036479,93.9,1126.8000000000002,857.1203263909506,High
8357-EQXFO,0.7489922454282169,95.35,1144.1999999999998,856.9969272189655,High
3473-XIIIT,0.7136572547966016,100.0,1200.0,856.3887057559219,High
2430-USGXP,0.7061405148125374,101.05,1212.6,856.2659882616828,High
4192-GORJT,0.7548262600596359,94.45,1133.4,855.5200831515914,High
0871-URUWO,0.6971556111802332,102.25,1227.0,855.4099349181461,High
4927-WWOOZ,0.779180389918807,91.45,1097.4,855.0725598968988,High
0236-HFWSV,0.7632863696964732,93.35,1120.1999999999998,855.0333913339891,High
4060-LDNLU,0.7404814979634017,96.2,1154.4,854.8118412489509,High
1450-GALXR,0.7231879628611215,98.5,1182.0,854.8081721018457,High
6969-MVBAI,0.7888067078886627,90.1,1081.1999999999998,852.857812569222,High
7969-AULMZ,0.7299899636237454,97.35,1168.1999999999998,852.7742755052592,High
8625-AZYZY,0.6774944558684804,104.65,1255.8000000000002,850.7975376796379,High
1724-BQUHA,0.7913904307018125,89.5,1074.0,849.9533225737466,High
6328-ZPBGN,0.7440764258439742,95.15,1141.8000000000002,849.5864630286499,High
2462-XIIJB,0.7651087157542287,92.5,1110.0,849.2706744871938,High
4298-OYIFC,0.6839038511539914,103.45,1241.4,848.998240822565,High
4847-TAJYI,0.7910257478868112,89.35,1072.1999999999998,848.1378068842389,High
2454-RPBRZ,0.7201576394767554,98.1,1177.1999999999998,847.7695731920363,High
5192-EBGOV,0.8242351667256458,85.7,1028.4,847.6434454606542,High
6326-MTTXK,0.7002472563044541,100.85,1210.1999999999998,847.4392295796501,High
2612-RANWT,0.7043744166529806,100.15,1201.8000000000002,846.5171739335523,High
5760-IFJOZ,0.6533199504163417,107.95,1295.4,846.3106637693292,High
4929-XIHVW,0.7379250777143329,95.5,1146.0,845.6621390606255,High
8168-UQWWF,0.7200166621490102,97.85,1174.1999999999998,845.4435646953676,High
2754-SDJRD,0.7016907469178983,100.15,1201.8000000000002,843.2919396459304,High
5883-GTGVD,0.702969398628594,99.95,1199.4,843.1414967151356,High
4826-XTSOH,0.8163137256756325,86.05,1032.6,842.9255531326581,High
5277-ZLOOR,0.8207528551425479,85.55,1026.6,842.5848810893397,High
7274-RTAPZ,0.774895441295674,90.55,1086.6,842.0013865118793,High
9189-JWSHV,0.7493645857433352,93.55,1122.6,841.236683955468,High
3629-ZNKXA,0.688525999641786,101.8,1221.6,841.1033611624057,High
0325-XBFAC,0.7398489718311098,94.7,1136.4,840.7643715888732,High
5419-CONWX,0.7019242393230996,99.8,1197.6,840.624469013344,High
7392-YYPYJ,0.6957417332746526,100.65,1207.8000000000002,840.3168654491255,High
3387-VATUS,0.7381257870569242,94.85,1138.1999999999998,840.134770828191,High
5698-BQJOH,0.7416140235751624,94.4,1132.8000000000002,840.100365905944,High
9172-ANCRX,0.7090306945896518,98.7,1184.4,839.7759546719838,High
2034-GDRCN,0.7738342627340291,90.4,1084.8000000000002,839.4554082138749,High
3318-NMQXL,0.7598793433205075,92.0,1104.0,838.9067950258403,High
2725-KXXWT,0.7703056069840705,90.75,1089.0,838.8628060056527,High
1069-XAIEM,0.8215737126070027,85.05,1020.5999999999999,838.498131086707,High
9944-HKVVB,0.7343235864465741,95.1,1141.1999999999998,838.0100768528303,High
3027-ZTDHO,0.7766679582732344,89.9,1078.8000000000002,837.8693933851655,High
3096-GKWEB,0.7366536160658201,94.75,1137.0,837.5751614668375,High
4958-XCBDQ,0.6883277421969277,101.4,1216.8000000000002,837.5571967052218,High
7209-JCUDS,0.7353823397112293,94.9,1138.8000000000002,837.4534084631481,High
5955-ERIHD,0.7365707426881503,94.7,1136.4,837.038991990814,High
4115-NZRKS,0.7821952422653757,89.15,1069.8000000000002,836.7924701754991,High
0011-IGKFF,0.7114817726979122,98.0,1176.0,836.7025646927448,High
9134-CEQMF,0.7784123893769511,89.5,1074.0,836.0149061908455,High
0970-ETWGE,0.7776182629007771,89.55,1074.6,835.628585313175,High
5293-WXJAK,0.6682151331291847,104.05,1248.6,834.3334152250999,High
8868-WOZGU,0.6576439618870624,105.7,1268.4,834.1556012575501,High
1389-CXMLU,0.7633169501324593,91.05,1092.6,834.0000997147249,High
7577-SWIFR,0.7784305089394645,89.25,1071.0,833.6990750741666,High
9330-IJWIO,0.6922158986375143,100.35,1204.1999999999998,833.5663851392947,High
0094-OIFMO,0.7309535631524958,95.0,1140.0,833.2870619938452,High
1455-ESIQH,0.7788358353135703,89.1,1069.1999999999998,832.7312751172692,High
7548-SEPYI,0.7203633955617007,96.25,1155.0,832.0197218737643,High
8337-UPOAQ,0.7717586082724128,89.8,1077.6,831.647076274352,High
6030-REHUX,0.6251589689681412,110.85,1330.1999999999998,831.5864605214213,High
9025-AOMKI,0.7402570064465837,93.55,1122.6,831.0125154369348,High
4735-ASGMA,0.7038140868837708,98.35,1180.1999999999998,830.6413853402262,High
8087-LGYHQ,0.7349502853694014,94.05,1128.6,829.4648920679064,High
0187-QSXOE,0.7759655068314303,89.0,1068.0,828.7311612959676,High
1624-NALOJ,0.7686067127788516,89.8,1077.6,828.2505936904904,High
3001-UNBTL,0.6637483548723755,103.95,1247.4,827.9596978678012,High
3722-WPXTK,0.7808544977609417,88.35,1060.1999999999998,827.8619385261503,High
6857-VWJDT,0.720856449632362,95.65,1147.8000000000002,827.3990328880252,High
2545-EBUPK,0.8200299317233708,84.05,1008.5999999999999,827.0821891361917,High
9611-CTWIH,0.7702754380706898,89.45,1073.4,826.8136552250785,High
6029-WTIPC,0.6809950170777043,101.1,1213.1999999999998,826.1831547186707,High
2809-ZMYOQ,0.6792334244674891,101.35,1216.1999999999998,826.0836908373601,High
9223-UCPVT,0.7290957827925589,94.4,1132.8000000000002,825.9197027474108,High
7402-EYFXX,0.7349630644893344,93.6,1123.1999999999998,825.5105140344202,High
5382-SOYZL,0.7232857961566868,95.1,1141.1999999999998,825.4137505740108,High
6851-WEFYX,0.6814964020644432,100.8,1209.6,824.3380479371503,High
2180-DXNEG,0.714675958943442,96.0,1152.0,823.3067047028452,High
2357-COQEK,0.6640582030405815,103.3,1239.6,823.1665484891048,High
1309-BXVOQ,0.6463063661166392,106.1,1273.1999999999998,822.8772653397049,High
4132-KALRO,0.6798866957291919,100.85,1210.1999999999998,822.7988791714679,High
1579-KLYDT,0.7579886620777698,90.45,1085.4,822.7208938192115,High
2985-FMWYF,0.7328994080503081,93.5,1122.0,822.3131358324456,High
3992-YWPKO,0.6234604213522825,109.9,1318.8000000000002,822.2196036793903,High
4750-ZRXIU,0.8093992094461206,84.6,1015.1999999999999,821.7020774297016,High
4445-ZJNMU,0.689211397396884,99.3,1191.6,821.2643011381268,High
2369-UAPKZ,0.6571043949592008,104.1,1249.1999999999998,820.8548101830336,High
1254-IZEYF,0.6843428963111324,99.95,1199.4,820.8008698355723,High
0420-HLGXF,0.6857141463438108,99.75,1197.0,820.7998331735415,High
2081-VEYEH,0.6330568020710617,107.95,1295.4,820.0617814028534,High
9919-KNPOO,0.724560933104118,94.3,1131.6,819.9131519006198,High
7028-DVOIQ,0.6896914585048521,99.05,1188.6,819.7672675788672,High
7938-OUHIO,0.691927683552614,98.7,1184.4,819.5191483997161,High
3338-CVVEH,0.7213952643313877,94.55,1134.6,818.4950669103924,High
6543-XRMYR,0.6829904718822059,99.7,1196.4,817.1298005598711,High
8111-SLLHI,0.6436356868235347,105.65,1267.8000000000002,816.0013237548774,High
5349-IECLD,0.7158826094715808,94.95,1139.4,815.6766452319192,High
1567-DSCIC,0.7229980360644231,94.0,1128.0,815.5417846806693,High
2672-HUYVI,0.7458623352311203,91.1,1093.1999999999998,815.3767048746606,High
8603-IJWDN,0.7834593614226631,86.6,1039.1999999999998,814.1709683904314,High
2990-HWIML,0.7574750618945486,89.5,1074.0,813.5282164747452,High
7228-OMTPN,0.7655183653616353,88.45,1061.4,812.5211929948398,High
3217-FZDMN,0.7165617810822954,94.45,1133.4,812.1511226786737,High
5519-YLDGW,0.6512502899906372,103.9,1246.8000000000002,811.9788615603265,High
6215-NQCPY,0.6779777704070049,99.7,1196.4,811.1326045149407,High
3006-XIMLN,0.7173525438219824,94.2,1130.4,810.895315536369,High
7156-MHUGY,0.7463458001833528,90.5,1086.0,810.5315389991212,High
6630-UJZMY,0.8110726669058429,83.25,999.0,810.261594238937,High
9402-ORRAH,0.7378144336581426,91.5,1098.0,810.1202481566405,High
4912-PIGUY,0.797543413476569,84.6,1015.1999999999999,809.6660733614128,High
6892-EZDTG,0.7360053511018908,91.65,1099.8000000000002,809.4586851418596,High
0259-GBZSH,0.7860376533275208,85.65,1027.8000000000002,807.8895000900261,High
9282-IZGQK,0.7918786582068708,85.0,1020.0,807.7162313710081,High
1393-IMKZG,0.7017644625035625,95.85,1150.1999999999998,807.1694847715975,High
1143-NMNQJ,0.7847527998482206,85.7,1028.4,807.03977936391,High
0722-SVSFK,0.6696679414909245,100.4,1204.8000000000002,806.8159359082659,High
2034-CGRHZ,0.6525911399742037,102.95,1235.4,806.2110943241313,High
1960-UYCNN,0.7052094742041022,95.25,1143.0,806.0544290152887,High
9360-OMDZZ,0.7131793607730281,94.1,1129.1999999999998,805.3221341849032,High
3045-XETSH,0.7073899594979601,94.85,1138.1999999999998,805.1512519005781,High
2205-YMZZJ,0.7909377609574129,84.8,1017.5999999999999,804.8582655502632,High
0115-TFERT,0.6031246081569059,111.2,1334.4,804.8094771245753,High
6474-FVJLC,0.7793998044557178,86.0,1032.0,804.3405981983008,High
8972-HJWNV,0.7923952087811482,84.55,1014.5999999999999,803.9641788293529,High
7330-WZLNC,0.7373073297153863,90.8,1089.6,803.3700664578848,High
0196-VULGZ,0.7936508574036871,84.35,1012.1999999999999,803.333397864012,High
3398-FSHON,0.7328380238072825,91.3,1095.6,802.8973388832586,High
9253-QXKBE,0.7083376040731709,94.45,1133.4,802.829840456532,High
9734-YWGEX,0.6795678445824759,98.3,1179.6,801.6182294694885,High
3663-MITLP,0.6592102501957451,101.25,1215.0,800.9404539878303,High
2645-QTLMB,0.7080429214913448,94.25,1131.0,800.796544206711,High
7488-MXJIV,0.7780424032598426,85.65,1027.8000000000002,799.6719820704664,High
1173-XZPYF,0.7462624073432134,89.2,1070.4,798.7992808201757,High
2439-LYPMQ,0.6484446213116272,102.6,1231.1999999999998,798.3650177588753,High
3393-FMZPV,0.6629494693642509,100.25,1203.0,797.5282116451939,High
9725-SCPZG,0.7312383430826839,90.85,1090.1999999999998,797.1960416287418,High
6356-ELRKD,0.6941462178808623,95.6,1147.1999999999998,796.3245411529251,High
2845-AFFTX,0.6647986913219004,99.8,1197.6,796.1629127271078,High
3489-HHPFY,0.7882357201191571,84.05,1008.5999999999999,795.0145473121818,High
8593-WHYHV,0.7766704552259367,85.3,1023.5999999999999,794.9998779692687,High
4548-SDBKE,0.7775073431673158,85.2,1022.4000000000001,794.9235076542637,High
4228-ZGYUW,0.7351677037839162,90.05,1080.6,794.4222207088998,High
4273-MBHYA,0.7407158879871673,89.35,1072.1999999999998,794.1955750998405,High
4140-MUHUG,0.7618786069366869,86.85,1042.1999999999998,794.0298841494149,High
7779-LGOVN,0.7635418776222389,86.65,1039.8000000000002,793.9308443516042,High
8058-JMEQO,0.7831694343393465,84.45,1013.4000000000001,793.6639047594938,High
4951-UKAAQ,0.7426609456505144,88.95,1067.4,792.7162933873592,High
2642-DTVCO,0.7763306231075031,85.05,1020.5999999999999,792.3230339435177,High
6116-RFVHN,0.6571732657437831,100.45,1205.4,792.1566545275562,High
3462-BJQQA,0.7351922818602155,89.75,1077.0,791.802087563452,High
8780-IXSTS,0.7321969574390285,90.1,1081.1999999999998,791.6513503830774,High
0939-YAPAF,0.6579421771819571,100.25,1203.0,791.5044391498944,High
1866-RZZQS,0.6699388417208441,98.4,1180.8000000000002,791.0637843039727,High
0697-ZMSWS,0.7695790104200663,85.65,1027.8000000000002,790.9733069097442,High
6979-ZNSFF,0.7571828523878699,87.05,1044.6,790.9532076043688,High
3336-JORSO,0.5966964894950586,110.45,1325.4,790.8615271767508,High
9279-CJEOJ,0.6907977048634485,95.4,1144.8000000000002,790.825212527676,High
3318-OSATS,0.6904020466974029,95.45,1145.4,790.7865042872054,High
6230-BSUXY,0.7751472785513513,85.0,1020.0,790.6502241223784,High
1583-IHQZE,0.58240697867834,112.95,1355.4,789.3944189006221,High
8397-MVTAZ,0.6574942033452638,100.05,1200.6,789.3875405363236,High
2371-JQHZZ,0.7072873838967879,93.0,1116.0,789.3327204288153,High
3001-CBHLQ,0.6269918645738952,104.9,1258.8000000000002,789.2573591256194,High
5383-MMTWC,0.7824472196088694,84.0,1008.0,788.7067973657404,High
2929-ERCFZ,0.6977051220279039,94.2,1130.4,788.6858699403426,High
5797-APWZC,0.7253350895832738,90.6,1087.1999999999998,788.5843093949351,High
1465-VINDH,0.6435235562491737,102.1,1225.1999999999998,788.4450611164875,High
7294-TMAOP,0.725491225710983,90.55,1086.6,788.3187658575541,High
1941-HOSAM,0.7290251776854928,90.1,1081.1999999999998,788.2220221135547,High
3097-NQYSN,0.7559885332559196,86.85,1042.1999999999998,787.8912493593193,High
5299-RULOA,0.6549220087359772,100.25,1203.0,787.8711765093806,High
5644-PDMZC,0.7327420601575921,89.5,1074.0,786.964972609254,High
9965-YOKZB,0.7819640422540327,83.85,1006.1999999999999,786.8122193160077,High
5380-WJKOV,0.6159192758125186,106.35,1276.1999999999998,786.0361797919361,High
5219-YIPTK,0.6271930529352896,104.4,1252.8000000000002,785.7474567173309,High
5348-CAGXB,0.7310268599222982,89.55,1074.6,785.5614636725016,High
8739-XNIKG,0.7781370727588076,84.0,1008.0,784.362169340878,High
9547-ITEFG,0.6369499987886674,102.6,1231.1999999999998,784.2128385086072,High
6583-KQJLK,0.6903693797590501,94.65,1135.8000000000002,784.1215415303292,High
5168-MSWXT,0.6892951834374973,94.75,1137.0,783.7286235684344,High
1925-TIBLE,0.7549476054825981,86.5,1038.0,783.6356144909369,High
8622-ZLFKO,0.7193324000136978,90.75,1089.0,783.3529836149169,High
1666-JXLKU,0.6523769814742175,100.05,1200.6,783.2438039579455,High
8290-YWKHZ,0.6995499446465345,93.2,1118.4,782.3766580926842,High
0684-AOSIH,0.6858372790208249,95.0,1140.0,781.8544980837404,High
9451-LPGOO,0.7505237511230584,86.8,1041.6,781.7455391697775,High
5244-IRFIH,0.6890033719241868,94.5,1134.0,781.3298237620279,High
6899-PPEEA,0.6741414686480641,96.55,1158.6,781.060305575647,High
2665-NPTGL,0.6632439487994601,98.1,1177.1999999999998,780.7707765267244,High
7892-POOKP,0.6203823172775393,104.8,1257.6,780.1928022082334,High
7218-HKQFK,0.6895988088322895,94.2,1130.4,779.5224935040202,High
4112-LUEIZ,0.725563508566915,89.5,1074.0,779.2552082008667,High
2080-CAZNM,0.6217267920368347,104.4,1252.8000000000002,778.8993250637466,High
6986-IXNDM,0.6971538531208621,92.9,1114.8000000000002,777.1871154591372,High
3874-EQOEP,0.6814866021153159,95.0,1140.0,776.89472641146,High
2754-VDLTR,0.679319229813046,95.2,1142.4,776.0542881384239,High
6100-QQHEB,0.6976688331659437,92.55,1110.6,774.831006114097,High
3565-UNOCC,0.6516621507654475,99.05,1188.6,774.5656323998109,High
0302-JOIVN,0.6371416872438901,101.15,1213.8000000000002,773.3625799766339,High
0480-BIXDE,0.6657333010966496,96.8,1161.6,773.3158025538681,High
0329-GTIAJ,0.6574015679851946,97.9,1174.8000000000002,772.3153620690067,High
7780-OTDSO,0.6473648983173284,99.4,1192.8000000000002,772.1768507129094,High
0306-JAELE,0.669538255081625,96.1,1153.1999999999998,772.1115157601298,High
6198-RTPMF,0.6946033494512381,92.6,1111.1999999999998,771.8432419102157,High
4566-NECEV,0.6657879768668514,96.55,1158.6,771.381949997934,High
2568-OIADY,0.6457093039801851,99.5,1194.0,770.976908952341,High
5229-PRWKT,0.7420511842144624,86.55,1038.6,770.6943599251406,High
5609-CEBID,0.6824862316603585,94.1,1129.1999999999998,770.6634527908767,High
2984-AFWNC,0.672142161698545,95.4,1144.8000000000002,769.4683467124945,High
4598-XLKNJ,0.6507034457336914,98.5,1182.0,769.1314728572232,High
4817-VYYWS,0.6394828159275849,100.2,1202.4,768.9141378713282,High
8413-VONUO,0.6698258772437555,95.65,1147.8000000000002,768.8261419003827,High
8382-SHQEH,0.7541948412192103,84.9,1018.8000000000001,768.3737042341315,High
1195-OIYEJ,0.7021920624867046,91.1,1093.1999999999998,767.6363627104654,High
1104-TNLZA,0.6045255750867691,105.8,1269.6,767.505670130162,High
2215-ZAFGX,0.7480351363999431,85.5,1026.0,767.4840499463417,High
9874-QLCLH,0.6134884930633908,104.2,1250.4,767.106011726464,High
2840-XANRC,0.6847935101224052,93.15,1117.8000000000002,765.4621856148246,High
2691-NZETQ,0.7465470433516583,85.35,1024.1999999999998,764.6134818007683,High
5597-GLBUC,0.7441140828019994,85.45,1025.4,763.0145805051703,High
3585-ISXZP,0.6645263764691766,95.65,1147.8000000000002,762.743374911321,High
3372-KWFBM,0.7328504618457391,86.6,1039.1999999999998,761.578199950092,High
5138-WVKYJ,0.64318573929819,98.55,1182.6,760.6314552940395,High
8818-DOPVL,0.6067095944508996,104.45,1253.4,760.4498056847575,High
4514-GFCFI,0.7475229998326818,84.75,1017.0,760.2308908298373,High
3727-RJMEO,0.7646157397896718,82.85,994.1999999999999,760.1809684988916,High
9647-ERGBE,0.6326330946691601,100.05,1200.6,759.5392934597935,High
4844-JJWUY,0.7349227567365237,86.0,1032.0,758.4402849520925,High
2123-AGEEN,0.7488128768731883,84.35,1012.1999999999999,757.9483939710411,High
5937-EORGB,0.6538727197037676,96.5,1158.0,757.1846094169629,High
1564-NTYXF,0.7694601407458793,82.0,984.0,757.1487784939452,High
7315-WYOAW,0.6260201466884442,100.75,1209.0,756.8583573463291,High
4433-JCGCG,0.6241004209520279,101.0,1212.0,756.4097101938578,High
6087-MVHJH,0.7124201146457374,88.45,1061.4,756.1627096849858,High
7858-GTZSP,0.7271280044494962,86.55,1038.6,755.1951454212467,High
4998-IKFSE,0.6264152976782444,100.45,1205.4,755.0809998213559,High
0337-CNPZE,0.591717215678263,106.3,1275.6,754.7944803191922,High
2202-CUYXZ,0.7410832796514394,84.85,1018.1999999999999,754.5709953410956,High
8931-GJJIQ,0.7546826460300675,83.3,999.5999999999999,754.3807729716555,High
8634-MPHTR,0.6279986270917696,100.05,1200.6,753.9751516863785,High
6015-VVHHE,0.7553311902684245,83.15,997.8000000000001,753.669461649834,High
7249-WBIYX,0.7335294168065899,85.6,1027.1999999999998,753.481416943729,High
